stock,date,title,label
AT,2012-11-06,UPDATE: National Bank Financial Downgrades Atlantic Power to Hold on Weak Guidance  ; UPDATE: Desjardins Capital Markets Downgrades Atlantic Power to Hold on Weaker Outlook  ; National Bank Financial Downgrades Atlantic Poweroration from Sector Perform to Underperform; Desjardins Downgrades Atlantic Poweroration from Buy to Hold,0
TRK,2017-03-03,"Benzinga's Top Upgrades, Downgrades For March 3, 2017; Macquarie Downgrades Speedway Motorsports to Underperform, Announces $16.00 Price Target",2
GD,2014-03-17,"Market Wrap For March 17: Investors Focused On Economic Data Instead Of Crimea Concerns; General Dynamics' Bath Iron Works Announces $642.5M Contract to Build Added Arleigh Burke-Class Destroyer; UPDATE: Barclays Downgrades Defense, Expensive Names; Barclays Downgrades General Dynamics Corporation to Equalweight, Maintains $119.00 PT",2
SSL,2016-09-14,"Sasol A Buy At Citigroup On Belated Bearish Market Sentiment, Priced-In Downside; Citigroup Upgrades Sasol to Buy",1
DG,2010-12-08,"Ratio Call Spread as a Stock Repair Strategy  12-08-2010; BIG - Using Pullback to Average Down as Management Continues to Execute Long Term Strategy; Wednesday's Put/Call Ratio Leaders (NVS, JDSU, DHI, FLR, DG)",0
RLGT,2015-09-28,"Radiant Logistics Reaffirms FY16 Outlook: Sales $900M-$950M vs $946M Est., EPS $0.24-$0.29 vs $0.17 Est.; Radiant Logistics Reports Q4 Adj. EPS $0.05 vs $0.02 Est., Sales $196.2M vs $196.3M Est.; Earnings Scheduled For September 28, 2015",0
CETV,2014-04-29,Morning Market Movers ; Benzinga's Top #PreMarket Gainers,1
CNX,2014-11-14,"13F From Einhorn's Greenlight Shows New Stakes in ON Semi, Citizens Financial, CONSOL, NorthStar Asset Mgmt; Coal ETF Rally Could Continue With GOP Support",2
PRGS,2012-01-03,"Progress Software Tanks on Q4 Results; Progress Software Reports Q4 EPS $0.34 vs $0.33 Est; Revenues $136.63M vs $133.54 Est; US Stock Futures Up Ahead Of Manufacturing Data, FOMC Minutes; Earnings Scheduled For January 3",1
SNY,2011-05-10,"FTC Staff Finds Sanofi, Watson Failed To Report Patent Pacts -Bloomberg (SNY, WPI) ; FDA Licenses Sanofi Pasteur's New Influenza Vaccine Delivered by Intradermal Microinjection (SNY)",1
BPL,2015-05-01,"MKM: 8 MLPs To Buy And 4 To Sell; Earnings Scheduled For May 1, 2015",1
DG,2016-09-09,"Tractor Supply's Comp Sales Woes Persist, BMO Cuts Price Target; 10 Notable Stocks Trading Ex-Dividend Monday, September 12",1
MKC,2012-09-27,"UPDATE: McCormick Posts 13% Rise In FQ3 Profit, Lifts Full-Year Forecast; Benzinga's Top Pre-Market Losers; McCormick Intends to Pay Down $50M in Debt During Q4 -Bloomberg; Earnings Scheduled For September 27, 2012 ",1
GWPH,2013-10-07,Morning Market Movers ; Benzinga's Top Pre-Market Gainers,2
RUTH,2011-01-11,Ruth's Preliminary Sales Results Up - Analyst Blog; Ruth's Preliminary Sales Results Up - Analyst Blog,1
NRG,2010-09-29,"Coverage Initiated By Oppenheimer for ECT, EIX, NRG, POM; Oppenheimer Initiates Coverage of NRG Energy",1
RENN,2011-11-21,Morning Market Movers; Renren Hits 52-Week Low of $4.20; A Peek Into The Market Before The Trading Starts; Expedia Acquires Stake in eLong from Renren for $72.4M,0
STLD,2012-01-11,Steel Dynamics Announces New Term Loan Facility; Steel Dynamics Announces Early Results for Its Previously Announced Tender Offer; Tenders of $278.5M,2
PNNT,2015-02-06,"JP Morgan Upgrades Pennant Park Investment to Overweight, Maintains $10.50 PT; Baird Upgrades Pennant Park Investment to Outperform, Maintains $10.00 PT",2
HDP,2015-05-13,Morning Market Gainers; Benzinga's Top #PreMarket Gainers; US Stock Futures Rise Ahead Of Economic Data; 10 Stocks You Should Be Watching Today,0
MKC,2016-01-19,"Benzinga's Top Downgrades; JP Morgan Downgrades McCormick & Co to Underweight, Lowers PT to $76.00",1
MTOR,2016-11-16,"Meritor Sees FY17 Adj. EPS $1.25-$1.40 vs $1.60 Est., Sales $3B-$3.1B vs $3.22B Est.; Meritor Reports Q4 Adj. EPS $0.34 vs $0.28 Est., Sales $728M vs $748M Est.; Earnings Scheduled For November 16, 2016",2
CBG,2016-06-28,UPDATE: CBRE Says Not Commenting on Q2 EPS Outlook or Updating FY16 Adj. EPS Outlook; CBRE Group Offers Statement Related to UK's Contributions to Normalized EBITDA: 'In 2015 the United Kingdom accounted for approximately 10% of CBRE's global normalized EBITDA.',1
UFI,2016-01-21,Mid-Afternoon Market Update: Crude Oil Surges Over 4%; Alkermes Shares Slide Following Announcement of Failed Depression Drug Trial; Mid-Day Market Update: US Stocks Turn Higher; Plexus Shares Gain On Strong Results; Stocks Hitting 52-Week Lows,2
CNX,2011-01-24,Peabody-China's Go Green Mission - Analyst Blog; Peabody-China's Go Green Mission - Analyst Blog,1
PCH,2016-01-26,"Potlatch Says Considering Selling Land to Buyback Stock Because Stock Price Depressed; Potlatch Q4 EPS $0.09 vs $0.06 est, Revenue $138M vs $145.2M est",1
GD,2011-11-21,General Dynamics Awarded $73M to Support Naval Sea Systems Command ; General Dynamics Awarded $57 Million for Submarine Repair and Advanced Technology Development,1
KEY,2012-10-08,"UPDATE: J.P. Morgan Reiterates Overweight Rating, Raises PT on KeyCorp; Deutsche Bank Downgrades KeyCorp from Buy to Hold, Maintains PT at $9; JP Morgan Maintains KeyCorp at Overweight, Raises PT from $9 to $9.50",1
SNY,2010-11-26,GENZ Meets Consent Decree Deadline - Analyst Blog; GENZ Meets Consent Decree Deadline - Analyst Blog,1
ALSN,2015-03-18,UPDATE: Morgan Stanley Upgrades Allison Transmission As Cash Is King; Morgan Stanley Upgrades Allison Transmission to Overweight,1
NBL,2011-07-28,"Noble Energy's Revenue Up, Profit Up in Second Quarter; 
Noble Energy Reports Q2 EPS $1.44 vs $1.32 Est; Revenues $954M vs $919.13M Est",2
NRG,2011-12-08,"End-of-Day Market Summary for December 8, 2011; UBS Downgrades NRG, SLAB to Neutral",0
BPL,2016-10-24,"Buckeye Partners, L.P. to Offer 7.5M Limited Partnership Units; Buckeye Partners Reports Q3 EPS $1.19, Rev $766.6M vs $793.44M; Buckeye Partners, L.P. to Acquire 50% Interest in VTTI B.V.'s Global Marine Terminal Business for $1.15 Billion",1
NBL,2017-02-23,UPDATE: Noble Energy Sees Gross Capital for Phase 1 of Leviathan Development $3.75B; Noble Energy Reports Sanction of Leviathan Project Offshore Israel,1
DKS,2017-05-17,Why Weakness In Dick's Is A Buy Signal For Under Armour; 5 Biggest Price Target Changes For Wednesday,2
TM,2012-07-03,Toyota Motors US Vehicle Sales Up 60.3%; Stocks To Watch For July 3,1
ELGX,2016-12-13,"15 Biggest Mid-Day Losers For Tuesday; Stocks Hitting 52-Week Lows; Endologix Shares Down 6.5% Off The Open, Earlier, Co. Received Suspension Of CE Mark For AFX System; 20 Stocks Moving In Tuesday's Pre-Market Session",2
LEDS,2016-01-12,LEDinside Reports Prices for LED Light Bulbs Fell in December -DigiTimes; High-brightness LED Shipments to Rise 31.8% in 2016 -DigiTimes,0
GD,2015-01-07,"UPDATE: RBC Capital Downgrades General Dynamics; RBC Capital Downgrades General Dynamics to Sector Perform, Raises PT to $150.00",1
TOL,2015-12-15,"Credit Suisse Shakes Up Recommendations In Housing Sector: It's All About ROEs; UPDATE: Credit Suisse Highlights Favorite Long Picks in Homebuilders: CalAtlantic, Toll Bros., William Lyon Homes; Top Underperforms: Pulte, NVR, KB Homes; Credit Suisse Sees Risks To Homebuilders Ahead Of Expected Rate Hike, Says Builders Typically Underperform In Rate Hike Environments, Sees Delays Building And Margin Headwinds Forming & Deteriorating Sales In Houston",1
STLD,2016-11-15,Hearing US Steel Antitrust Lawsuit Against China Thrown Out at ITC; Steel Names Selling Off Sharply Here,2
HMNY,2016-06-07,8 Biggest Mid-Day Gainers For Today; 12 Stocks Moving In Tuesday's Pre-Market Session; Helios & Matheson Shares Pullback 13% Premarket Following Monday's 550% Runup,2
EFX,2017-09-29,"Equifax Board Is Weighing Clawbacks, Is Likely To Act In Coming Days; Equifax Board Has Formed Panel To Review Executives' Share Sales",1
RGS,2010-12-21,"Benzinga's Top Upgrades (THOR, AMED, TWTC, RGS); Regis Corp Upgraded to Outperform at Wedbush",1
TX,2010-08-20,"Benzinga’s Top Upgrades (RSG, SYMC, LYG, TX); Barclays Upgrades TX To Overweight",1
CNX,2011-01-18,NRP's Headway for Illinois Buyout - Analyst Blog; NRP's Headway for Illinois Buyout - Analyst Blog,1
CNX,2011-04-13,CONSOL Energy Increases Annual Coal Production Guidance from 59-61 Million Tons to 60-62 Million Tons; CONSOL Energy Amends and Restates Loan Agreements Totaling $2.5 Billion ,1
DKS,2014-01-15,"Market Wrap For January 15: Bulls Take Over As Economic Growth Remains Healthy; UPDATE: Credit Suisse Upgrades Dicks Sporting Goods; Benzinga's Top Upgrades; US Stock Futures Up Ahead Of Bank of America Earnings; Credit Suisse Upgrades Dick's Sporting Goods Inc to Outperform, Raises PT to $65.00",1
NBL,2011-05-05,"Searching for Deals in the 'Little Bakken' (SSN, EOG, CHK, NBL); Searching for Deals in the 'Little Bakken' (SSN, EOG, CHK, NBL)",1
RUBI,2015-07-29,"Mid-Day Market Update: Wednesday's Movers, China Rebounds And Greece's Syriza Party; Benzinga's Volume Movers; Morning Market Gainers",2
AVY,2015-10-29,"Avery Dennison Sees FY15 Adj. EPS $3.30-$3.40 vs $3.34 Est.; Avery Dennison Reports Q3 Adj. EPS $0.87 vs $0.84 Est., Sales $1.58B vs $1.48B Est.",2
BPL,2011-11-01,"Buckeye Partners Announces Agreement to Acquire Propane Storage Caverns  ; Buckeye Partners, L.P. Announces Agreement to Acquire Propane",1
ADI,2013-08-12,"Short Sellers Pile On Real Goods Solar (FSLR, RSOL, SUNE); Top 4 NASDAQ Stocks In The Semiconductor-Integrated Circuits Industry With The Highest Dividend Yield",1
RUBI,2016-11-03,"Boenning & Scattergood Maintains Neutral on Rubicon Project, Says 'we do not like the risk-reward'; Albert Fried Downgrades The Rubicon Project, Inc. Common Stock to Underweight, Lowers to $5.00",1
ELGX,2016-05-26,"Endologix Reveals Positive Clinical Data From Nellix EVAS FORWARD-IDE Study; EndoLogix EVAS FORWARD-IDE Study Meets Primary, Secondary Endpoints",2
TAC,2011-01-20,"Google Beats, Page to Replace Schmidt - Analyst Blog; Google Beats, Page to Replace Schmidt - Analyst Blog; Google Earnings Preview (GOOG, BIDU, YHOO)",1
TOL,2011-12-14,"UPDATE: Stifel Nicolaus Downgrades Toll Brothers to Sell ; Stifel Nicolaus Downgrades MO, DHI, TOL",1
TM,2014-02-25,Hydrogen-Fueled Cars Are Coming to America's Roads Sooner Than You Think; JP Morgan Initiates Coverage on Toyota Motor Corp Ltd Ord at Neutral,1
ZGNX,2011-08-10,Zogenix Reports Q2 EPS $(0.56) vs $(0.52) Est; Zogenix Reports Q2 EPS $(0.56) vs $(0.52) Est; Revenues $10.2M vs $11.13M Est			,0
GD,2013-10-23,"General Dynamics Corporation Reports Q3 EPS of $1.84 vs $1.68 Est; Revenue of $7.80B vs $7.76B Est; ETF Outlook for Wednesday October 23, 2013; Earnings Scheduled For October 23, 2013",0
IVZ,2017-11-09,Invesco Announces Oct. AUM $928.4B; Invesco Reports Oct. AUM $928.4B Up 1.2% MoM,1
TM,2016-09-01,"Most Automakers Suffer Sales Drop In August; Toyota Reports August Sales Decreased 5% Year-Over-Year, Says 'Industry Took A Step Back In August'; Toyota Motor Sales USA Reports Aug. 2016 Sales Of 213,125 Units, Down 5% YoY On Volume Basis; Ford Auto Sales Slip 8.4% In August, Company Cites Lower Industry Volumes",1
DG,2011-12-07,"Notable Put Options Activity in Dollar General; Financial Breakfast: Morning News Summary for December 7, 2011; Dollar General Corporation Announces Pricing of 25.0 Million Share Secondary Offering at $39/Share; UPDATE: Deutsche Bank Upgrades Dollar General to Buy, Adjusts PT to $48 ; Deutsche Bank Upgrades Dollar General to Buy, PT Raised to $48",1
HBAN,2012-10-08,"Watchlist for Monday October 8th; UPDATE: J.P. Morgan Reiterates Neutral Rating, Raises PT on Huntington Bancshares; JP Morgan Maintains Huntington Bancshares at Neutral, Raises PT from $7 to $7.50",1
PNNT,2016-07-27,"As PennantPark Risk/Reward Balances, D.A. Davidson Downgrades To Neutral; DA Davidson Downgrades Pennant Park Investment to Neutral",2
DG,2011-11-15,"Notable Call Options Activity in Dollar General; A Tale of Two Economies: TJX is ""Shopportunistic"" ",1
TM,2017-09-01,August Auto Sales Recover Modestly As Industry Looks To Post-Hurricane Replacement Demand; Toyota N. American Sales Up 6.8% in August vs August 2016,1
MKC,2013-04-09,McCormick CEO Wilson: 'We Expect to Have a Bigger Business Outside the US in 10 Years than in the US'; McCormick CEO Wilson: 'We Always try to Weed and Feed Our Categories'; McCormick CEO Wilson: 'We are Very Much a Seasonal Business; Throughout the Year People Look at Our Spices'; Jim Cramer Interviews CEO Alan Wilson of McCormick on Mad Money,1
TM,2010-12-28,China Cutting Rare Earth Exports By 11%; Toyota Pays $10M Crash Compensation - Analyst Blog,1
BPL,2011-01-05,Buckeye Partners Issues $650M Notes - Analyst Blog; Buckeye Partners Issues $650M Notes - Analyst Blog,1
AVY,2015-04-29,"Stocks Hitting 52-Week Highs; Avaery Dennison Raises FY15 EPS Outlook from $3.20-$3.40 to $3.25-$3.45 vs $3.25 Est.; Avery Dennison Reports Q1 Adj EPS $0.81 Vs Est $0.69, Sales $1.53B Vs Est $1.48; Earnings Scheduled For April 29, 2015",1
RENN,2013-05-13,"Benzinga Market Primer: Monday, May 13; Earnings Scheduled For May 13, 2013 ",0
TOL,2011-01-11,"January 11, 2011:December Housing Traffic Up. Why?; Lennar Builds Up on Earnings Beat",0
NRG,2010-11-01,"Dynegy Announces FERC Authorization of Blackstone Merger ; EBITDA And EPS Estimates Introduced On DYN, NRG",1
GD,2012-06-18,General Dynamics Finalizes Contract for Additional 100 Foxhound Vehicles for UK Ministry of Defence ; General Dynamics Finalizes Contract for Additional 100 Foxhound Vehicles for UK Ministry of Defence ; General Dynamics Awarded U.S. Department of Homeland Security Tactical Communications Contract ,1
STLD,2015-03-13,"Citi Upgrades Steel Dynamics, Confident In Further Deleveraging Opportunities; Citigroup Upgrades Steel Dynamics to Buy",1
MBUU,2017-06-28,"Malibu Boats Shares Resume Trade, Now Up 4.7%; Malibu Boats Reports Deal To Buy Cobalt Boats For $130M; Malibuu Boats Shares Halted News Pending",1
IMPV,2014-08-18,UPDATE: Imperva Announces Anthony Bettencourt CEO; Imperva Announces Anthony Bettencourt CEO,1
IMPV,2017-05-02,Cloud Harmonics to Sell Imperva Products; Cloud Harmonics Announces Holistic Distribution Partnership with Imperva,1
STLD,2010-03-08,KeyBanc Upgrades Steel Dynamics (STLD); STLD Upgraded On Strong Momentum,1
PTR,2010-12-20,Another Tupi Success for Petrobras - Analyst Blog; Another Tupi Success for Petrobras - Analyst Blog,1
NRG,2010-08-16,Pritchard Equity Research: Shareholders Should Wait To See If Another Bidder Emerges Or BX Increases Offer For DYN; NRG Announces Asset Acquisitions ,1
PCH,2017-10-23,"Potlatch Increase Qtr. Dividend From $0.375 To $0.40/Share; Potlach To Merge With Deltic, As Part of The Deal, Deltic Stockholders Will Receive 1.80 Shares of Potlatch  For Each Deltic Share That They Own; Combined Co. Will Have Enterprise Value Of More Than $4B; Potlatch Corporation Reports Q3 EPS $0.94 vs $0.90 Est., Sales $190.4M vs $190.4M Est.",0
CJJD,2014-12-31,Stocks Hitting 52-Week Highs; Morning Market Losers,0
NKTR,2015-12-07,Baxalta Show Data On ADYNOVATE For New Indications During ASH Conference Meeting; Baxalta Presents Additional Data on Newly-Approved ADYNOVATE and Plans for New Indications During 57th American Society of Hematology Annual Meeting,0
AZN,2010-09-07,Red Signal for AstraZeneca Drug - Analyst Blog; AstraZeneca Inks Agreement - Analyst Blog,1
AZN,2013-12-19,"Market Wrap For December 18: Markets Flat During Day One Post Fed Taper; Bristol-Myers, AstraZeneca Shares Higher Following Confirmation AstraZeneca Will Buy JV Diabetes Stake for Up to $4.3B",1
GWPH,2014-04-28,Morning Market Movers ; Benzinga's Top #PreMarket Gainers; US Stock Futures Gain Ahead Of Home Sales Report; UPDATE: GW Pharmaceuticals Shares Rise 12% Premarket Following Announcement of FDA Fast Track Designation for Sativex; GW Pharmaceuticals Sativex Receives Fast Track Designation from FDA,0
CNX,2010-07-29,"Company News for July 29, 2010 - Corporate Summary; ETFs To Watch July 29, 2010 (EPU, TYP, FXA, VIG)",1
SPB,2016-10-12,Spectrum Brands Holding An Investor Day Today; Spectrum Brands Says Free Cash Flow Will Exceed Previous Guidance,1
RLGT,2014-09-25,Stocks Smashed As Dollar Strengthens; Dow Down 240 Points; OMNOVA Solutions Shares Dip After Q3 Results; NASDAQ Dips 1.5%; HB Fuller Shares Decline On Downbeat Results; Morning Market Movers ,1
AXGN,2016-08-03,"After-Hours Gainers Aug. 3, '16: OCUL Up 22%, SQ 14.9%, CBMX 13.5%, AXGN 10%, AVID 8.7%, PODD 8.6%, NSTG 8.3%, JACK 8%, EXEL 7.7%; AxoGen Raises FY16 Sales Outlook to $40M+ vs $39M Est., Gross Margin 80%+; AxoGen Reports Q2 EPS $(0.09) vs $(0.12) Est., Sales $10.382M vs $9M Est.",2
MNTX,2011-03-18,"Hudson Securities Maintains Manitex Buy, Raises PT To $9 (MNTX); Hudson Securities Reiterates Buy Rating on Manitex International (MNTX)",1
SPB,2012-03-01,Spectrum Brands Announces Tender Offer for its 12% Senior Subordinated Toggle Notes Due 2019   ; Spectrum Brands Announces Tender Offer for its 12% Senior Subordinated Toggle Notes Due 2019,1
MTOR,2017-07-13,"REV Group Reports New Standard Supplier Deal With Meritor: Co.'s Bus, Fire, Specialty Vehicles Will Be Equipped With Meritor Fully-Dressed Axles; REV Group Inc. and Meritor Report New 3-Year Standard Supplier Agreement",1
JCI,2014-10-30,"UPDATE: Johnson Controls Q4 Profit Beats Street View; Johnson Controls, Inc. Reports Q4 EPS of $0.46 Which May Not Compare $1.01 Est; Revenue of $10.98B Which May Not Compare $11.18B Est; Earnings Scheduled For October 30, 2014;   Must Watch Stocks for Today",1
STLD,2017-06-29,"Cohn Says Commerce Dept. Steel Study In Final Drafting Stage, It's Unclear When It Will Be Released; Watch These 7 Huge Call Purchases In Thursday Trade",1
EGO,2015-08-24,Benzinga's Top Downgrades; Raymond James Downgrades Eldorado Gold to Market Perform; Canaccord Genuity Downgrades Eldorado Gold to Hold,0
JWN,2015-11-16,"Evercore ISI Sees Holiday 'Headline Risk' For These 3 Mall REITs; WMT Already Warned About Spending, What Else Will Earnings Reveal?; Tigress Financial Reiterates Buy Ratings on Macy's, Nordstrom Following Q3 Results; Best Buy No Longer A Buy: Here's The Data That Shows It",2
RENN,2014-11-20,"Renren Inc. Sees Q4 Sales $15.0M-17.0M vs $21.32M Est; Renren Inc. Reports Q3 Adj. Net Income $29.3M, Revenue of $21.60M vs $22.76M Est; Earnings Scheduled For November 20, 2014",2
MKC,2017-07-19,"McCormick Now Owns Frank's RedHot Sauce, French's Mustard But At A Ridiculous Cost; 15 Biggest Mid-Day Losers For Wednesday; 25 Stocks Moving In Wednesday's Pre-Market Session; McCormick to Acquire Reckitt Benckiser's Food Division for $4.2B",2
AVY,2016-04-27,"Benzinga's M&A Chatter for Wednesday April 27, 2016; Avery Dennision Announces Acquisition of Mactac Europe, Deal Worth EUR 200M; Avery Dennison Sees FY 2016 EPS $3.75 to $3.90 vs $3.75 est; Avery Dennison Q1 EPS $0.94 vs $0.86 est, Revenue $1.49B vs $1.51B est; Earnings Scheduled For April 27, 2016",1
